Email_address,First_name,Last_name,Course.id,grades,Marks
student11@mycsu.edu,FirstName11,LastName11,DATA300,B,81
student11@mycsu.edu,FirstName11,LastName11,DATA360,D,63
student12@mycsu.edu,FirstName12,LastName12,DATA350,B,85
student12@mycsu.edu,FirstName12,LastName12,DATA230,C,77
student12@mycsu.edu,FirstName12,LastName12,DATA228,B,89
student12@mycsu.edu,FirstName12,LastName12,DATA360,B,89
student13@mycsu.edu,FirstName13,LastName13,DATA280,F,1
student13@mycsu.edu,FirstName13,LastName13,DATA228,A,95
student13@mycsu.edu,FirstName13,LastName13,DATA226,D,69
student13@mycsu.edu,FirstName13,LastName13,DATA290,F,42
student14@mycsu.edu,FirstName14,LastName14,DATA280,C,75
student14@mycsu.edu,FirstName14,LastName14,DATA270,B,85
student14@mycsu.edu,FirstName14,LastName14,DATA245,A,99
student14@mycsu.edu,FirstName14,LastName14,DATA320,A,96
student15@mycsu.edu,FirstName15,LastName15,DATA266,B,82
student15@mycsu.edu,FirstName15,LastName15,DATA280,C,73
student15@mycsu.edu,FirstName15,LastName15,DATA230,C,78
student15@mycsu.edu,FirstName15,LastName15,DATA275,F,29
student16@mycsu.edu,FirstName16,LastName16,DATA220,D,63
student16@mycsu.edu,FirstName16,LastName16,DATA228,D,67
student16@mycsu.edu,FirstName16,LastName16,DATA236,C,76
student16@mycsu.edu,FirstName16,LastName16,DATA310,A,95
student17@mycsu.edu,FirstName17,LastName17,DATA275,C,72
student17@mycsu.edu,FirstName17,LastName17,DATA280,F,8
student17@mycsu.edu,FirstName17,LastName17,DATA226,C,79
student17@mycsu.edu,FirstName17,LastName17,DATA270,D,65
student18@mycsu.edu,FirstName18,LastName18,DATA220,A,95
student18@mycsu.edu,FirstName18,LastName18,DATA236,D,65
student18@mycsu.edu,FirstName18,LastName18,DATA266,A,92
student18@mycsu.edu,FirstName18,LastName18,DATA255,D,63
student19@mycsu.edu,FirstName19,LastName19,DATA310,F,50
student19@mycsu.edu,FirstName19,LastName19,DATA330,F,50
student19@mycsu.edu,FirstName19,LastName19,DATA360,D,64
student19@mycsu.edu,FirstName19,LastName19,DATA300,C,70
student20@mycsu.edu,FirstName20,LastName20,DATA290,C,72
student20@mycsu.edu,FirstName20,LastName20,DATA360,D,68
student20@mycsu.edu,FirstName20,LastName20,DATA255,F,33
student20@mycsu.edu,FirstName20,LastName20,DATA300,C,76
student21@mycsu.edu,FirstName21,LastName21,DATA320,C,74
student21@mycsu.edu,FirstName21,LastName21,DATA266,A,95
student21@mycsu.edu,FirstName21,LastName21,DATA228,F,53
student21@mycsu.edu,FirstName21,LastName21,DATA220,F,37
student22@mycsu.edu,FirstName22,LastName22,DATA255,C,72
student22@mycsu.edu,FirstName22,LastName22,DATA320,B,81
student22@mycsu.edu,FirstName22,LastName22,DATA300,F,5
student22@mycsu.edu,FirstName22,LastName22,DATA360,F,37
student23@mycsu.edu,FirstName23,LastName23,DATA300,B,82
student23@mycsu.edu,FirstName23,LastName23,DATA310,A,95
student23@mycsu.edu,FirstName23,LastName23,DATA236,F,45
student23@mycsu.edu,FirstName23,LastName23,DATA245,A,98
student24@mycsu.edu,FirstName24,LastName24,DATA226,C,75
student24@mycsu.edu,FirstName24,LastName24,DATA300,D,65
student24@mycsu.edu,FirstName24,LastName24,DATA320,C,71
student24@mycsu.edu,FirstName24,LastName24,DATA280,D,62
student25@mycsu.edu,FirstName25,LastName25,DATA270,C,70
student25@mycsu.edu,FirstName25,LastName25,DATA228,B,85
student25@mycsu.edu,FirstName25,LastName25,DATA330,D,64
student25@mycsu.edu,FirstName25,LastName25,DATA320,C,74
student26@mycsu.edu,FirstName26,LastName26,DATA290,C,77
student26@mycsu.edu,FirstName26,LastName26,DATA350,D,65
student26@mycsu.edu,FirstName26,LastName26,DATA236,D,68
student26@mycsu.edu,FirstName26,LastName26,DATA275,D,67
student27@mycsu.edu,FirstName27,LastName27,DATA275,C,79
student27@mycsu.edu,FirstName27,LastName27,DATA300,C,79
student27@mycsu.edu,FirstName27,LastName27,DATA236,C,75
student27@mycsu.edu,FirstName27,LastName27,DATA280,F,2
student28@mycsu.edu,FirstName28,LastName28,DATA310,D,64
student28@mycsu.edu,FirstName28,LastName28,DATA340,B,87
student28@mycsu.edu,FirstName28,LastName28,DATA255,B,80
student28@mycsu.edu,FirstName28,LastName28,DATA245,A,98
student29@mycsu.edu,FirstName29,LastName29,DATA245,A,94
student29@mycsu.edu,FirstName29,LastName29,DATA230,A,96
student29@mycsu.edu,FirstName29,LastName29,DATA255,A,97
student29@mycsu.edu,FirstName29,LastName29,DATA340,F,58
student30@mycsu.edu,FirstName30,LastName30,DATA226,D,69
student30@mycsu.edu,FirstName30,LastName30,DATA275,B,81
student30@mycsu.edu,FirstName30,LastName30,DATA245,B,89
student30@mycsu.edu,FirstName30,LastName30,DATA290,D,69
student31@mycsu.edu,FirstName31,LastName31,DATA228,D,65
student31@mycsu.edu,FirstName31,LastName31,DATA270,B,89
student31@mycsu.edu,FirstName31,LastName31,DATA360,A,100
student31@mycsu.edu,FirstName31,LastName31,DATA290,A,96
student32@mycsu.edu,FirstName32,LastName32,DATA320,D,66
student32@mycsu.edu,FirstName32,LastName32,DATA300,B,89
student32@mycsu.edu,FirstName32,LastName32,DATA226,B,84
student32@mycsu.edu,FirstName32,LastName32,DATA340,A,94
student33@mycsu.edu,FirstName33,LastName33,DATA266,F,8
student33@mycsu.edu,FirstName33,LastName33,DATA330,F,7
student33@mycsu.edu,FirstName33,LastName33,DATA300,D,65
student33@mycsu.edu,FirstName33,LastName33,DATA228,C,79
student34@mycsu.edu,FirstName34,LastName34,DATA310,D,60
student34@mycsu.edu,FirstName34,LastName34,DATA360,C,73
student34@mycsu.edu,FirstName34,LastName34,DATA255,A,95
student34@mycsu.edu,FirstName34,LastName34,DATA300,C,76
student35@mycsu.edu,FirstName35,LastName35,DATA310,F,51
student35@mycsu.edu,FirstName35,LastName35,DATA245,D,69
student35@mycsu.edu,FirstName35,LastName35,DATA236,B,88
student35@mycsu.edu,FirstName35,LastName35,DATA228,A,92
student36@mycsu.edu,FirstName36,LastName36,DATA220,A,90
student36@mycsu.edu,FirstName36,LastName36,DATA300,B,85
student36@mycsu.edu,FirstName36,LastName36,DATA236,A,98
student36@mycsu.edu,FirstName36,LastName36,DATA360,D,66
student37@mycsu.edu,FirstName37,LastName37,DATA245,F,52
student37@mycsu.edu,FirstName37,LastName37,DATA320,A,97
student37@mycsu.edu,FirstName37,LastName37,DATA280,D,64
student37@mycsu.edu,FirstName37,LastName37,DATA220,C,77
student38@mycsu.edu,FirstName38,LastName38,DATA280,F,59
student38@mycsu.edu,FirstName38,LastName38,DATA255,F,3
student38@mycsu.edu,FirstName38,LastName38,DATA266,A,93
student38@mycsu.edu,FirstName38,LastName38,DATA330,C,74
student39@mycsu.edu,FirstName39,LastName39,DATA230,C,79
student39@mycsu.edu,FirstName39,LastName39,DATA255,F,31
student39@mycsu.edu,FirstName39,LastName39,DATA228,F,45
student39@mycsu.edu,FirstName39,LastName39,DATA280,B,87
student40@mycsu.edu,FirstName40,LastName40,DATA275,F,2
student40@mycsu.edu,FirstName40,LastName40,DATA266,F,54
student40@mycsu.edu,FirstName40,LastName40,DATA300,D,66
student40@mycsu.edu,FirstName40,LastName40,DATA280,C,74
student41@mycsu.edu,FirstName41,LastName41,DATA245,C,71
student41@mycsu.edu,FirstName41,LastName41,DATA255,A,98
student41@mycsu.edu,FirstName41,LastName41,DATA360,F,30
student41@mycsu.edu,FirstName41,LastName41,DATA266,A,96
student42@mycsu.edu,FirstName42,LastName42,DATA280,C,78
student42@mycsu.edu,FirstName42,LastName42,DATA300,A,100
student42@mycsu.edu,FirstName42,LastName42,DATA320,D,63
student42@mycsu.edu,FirstName42,LastName42,DATA220,C,73
student43@mycsu.edu,FirstName43,LastName43,DATA320,A,95
student43@mycsu.edu,FirstName43,LastName43,DATA275,B,84
student43@mycsu.edu,FirstName43,LastName43,DATA228,B,89
student43@mycsu.edu,FirstName43,LastName43,DATA236,C,75
student44@mycsu.edu,FirstName44,LastName44,DATA360,D,61
student44@mycsu.edu,FirstName44,LastName44,DATA230,D,68
student44@mycsu.edu,FirstName44,LastName44,DATA275,C,75
student44@mycsu.edu,FirstName44,LastName44,DATA350,C,77
student45@mycsu.edu,FirstName45,LastName45,DATA310,A,92
student45@mycsu.edu,FirstName45,LastName45,DATA266,B,82
student45@mycsu.edu,FirstName45,LastName45,DATA320,A,96
student45@mycsu.edu,FirstName45,LastName45,DATA228,B,84
student46@mycsu.edu,FirstName46,LastName46,DATA330,C,74
student46@mycsu.edu,FirstName46,LastName46,DATA266,B,84
student46@mycsu.edu,FirstName46,LastName46,DATA245,F,59
student46@mycsu.edu,FirstName46,LastName46,DATA255,D,66
student47@mycsu.edu,FirstName47,LastName47,DATA270,D,66
student47@mycsu.edu,FirstName47,LastName47,DATA310,A,94
student47@mycsu.edu,FirstName47,LastName47,DATA266,A,93
student47@mycsu.edu,FirstName47,LastName47,DATA245,A,94
student48@mycsu.edu,FirstName48,LastName48,DATA300,F,0
student48@mycsu.edu,FirstName48,LastName48,DATA310,F,26
student48@mycsu.edu,FirstName48,LastName48,DATA280,D,63
student48@mycsu.edu,FirstName48,LastName48,DATA350,D,68
student49@mycsu.edu,FirstName49,LastName49,DATA280,B,83
student49@mycsu.edu,FirstName49,LastName49,DATA228,A,90
student49@mycsu.edu,FirstName49,LastName49,DATA340,D,69
student49@mycsu.edu,FirstName49,LastName49,DATA230,C,72
student50@mycsu.edu,FirstName50,LastName50,DATA220,B,88
student50@mycsu.edu,FirstName50,LastName50,DATA270,F,33
student50@mycsu.edu,FirstName50,LastName50,DATA266,B,89
student50@mycsu.edu,FirstName50,LastName50,DATA245,B,82
student51@mycsu.edu,FirstName51,LastName51,DATA220,A,98
student51@mycsu.edu,FirstName51,LastName51,DATA245,B,86
student51@mycsu.edu,FirstName51,LastName51,DATA228,A,94
student51@mycsu.edu,FirstName51,LastName51,DATA320,A,92
student52@mycsu.edu,FirstName52,LastName52,DATA220,B,88
student52@mycsu.edu,FirstName52,LastName52,DATA280,C,74
student52@mycsu.edu,FirstName52,LastName52,DATA245,F,14
student52@mycsu.edu,FirstName52,LastName52,DATA236,B,82
student53@mycsu.edu,FirstName53,LastName53,DATA280,A,91
student53@mycsu.edu,FirstName53,LastName53,DATA290,C,76
student53@mycsu.edu,FirstName53,LastName53,DATA266,F,26
student53@mycsu.edu,FirstName53,LastName53,DATA226,C,78
student54@mycsu.edu,FirstName54,LastName54,DATA220,C,71
student54@mycsu.edu,FirstName54,LastName54,DATA255,F,52
student54@mycsu.edu,FirstName54,LastName54,DATA275,B,85
student54@mycsu.edu,FirstName54,LastName54,DATA228,B,86
student55@mycsu.edu,FirstName55,LastName55,DATA300,A,98
student55@mycsu.edu,FirstName55,LastName55,DATA266,F,53
student55@mycsu.edu,FirstName55,LastName55,DATA290,B,85
student55@mycsu.edu,FirstName55,LastName55,DATA340,F,4
student56@mycsu.edu,FirstName56,LastName56,DATA360,B,87
student56@mycsu.edu,FirstName56,LastName56,DATA310,C,74
student56@mycsu.edu,FirstName56,LastName56,DATA330,C,78
student56@mycsu.edu,FirstName56,LastName56,DATA340,C,77
student57@mycsu.edu,FirstName57,LastName57,DATA320,D,64
student57@mycsu.edu,FirstName57,LastName57,DATA236,B,83
student57@mycsu.edu,FirstName57,LastName57,DATA228,B,89
student57@mycsu.edu,FirstName57,LastName57,DATA330,B,85
student58@mycsu.edu,FirstName58,LastName58,DATA310,D,63
student58@mycsu.edu,FirstName58,LastName58,DATA270,A,97
student58@mycsu.edu,FirstName58,LastName58,DATA300,B,82
student58@mycsu.edu,FirstName58,LastName58,DATA230,A,90
student59@mycsu.edu,FirstName59,LastName59,DATA300,F,20
student59@mycsu.edu,FirstName59,LastName59,DATA245,C,78
student59@mycsu.edu,FirstName59,LastName59,DATA290,D,60
student59@mycsu.edu,FirstName59,LastName59,DATA340,A,92
student60@mycsu.edu,FirstName60,LastName60,DATA290,F,58
student60@mycsu.edu,FirstName60,LastName60,DATA228,A,98
student60@mycsu.edu,FirstName60,LastName60,DATA236,B,88
student60@mycsu.edu,FirstName60,LastName60,DATA350,F,4
student61@mycsu.edu,FirstName61,LastName61,DATA290,D,66
student61@mycsu.edu,FirstName61,LastName61,DATA360,C,77
student61@mycsu.edu,FirstName61,LastName61,DATA350,A,99
student61@mycsu.edu,FirstName61,LastName61,DATA266,C,79
student62@mycsu.edu,FirstName62,LastName62,DATA226,C,77
student62@mycsu.edu,FirstName62,LastName62,DATA350,C,73
student62@mycsu.edu,FirstName62,LastName62,DATA280,B,88
student62@mycsu.edu,FirstName62,LastName62,DATA275,B,81
student63@mycsu.edu,FirstName63,LastName63,DATA230,C,74
student63@mycsu.edu,FirstName63,LastName63,DATA275,F,19
student63@mycsu.edu,FirstName63,LastName63,DATA270,C,77
student63@mycsu.edu,FirstName63,LastName63,DATA236,B,89
student64@mycsu.edu,FirstName64,LastName64,DATA320,D,64
student64@mycsu.edu,FirstName64,LastName64,DATA350,B,86
student64@mycsu.edu,FirstName64,LastName64,DATA230,F,21
student64@mycsu.edu,FirstName64,LastName64,DATA266,B,81
student65@mycsu.edu,FirstName65,LastName65,DATA226,C,70
student65@mycsu.edu,FirstName65,LastName65,DATA290,D,65
student65@mycsu.edu,FirstName65,LastName65,DATA230,C,77
student65@mycsu.edu,FirstName65,LastName65,DATA270,F,47
student66@mycsu.edu,FirstName66,LastName66,DATA340,B,81
student66@mycsu.edu,FirstName66,LastName66,DATA275,B,88
student66@mycsu.edu,FirstName66,LastName66,DATA266,F,52
student66@mycsu.edu,FirstName66,LastName66,DATA220,F,7
student67@mycsu.edu,FirstName67,LastName67,DATA228,D,63
student67@mycsu.edu,FirstName67,LastName67,DATA360,B,88
student67@mycsu.edu,FirstName67,LastName67,DATA245,A,93
student67@mycsu.edu,FirstName67,LastName67,DATA330,D,68
student68@mycsu.edu,FirstName68,LastName68,DATA266,B,87
student68@mycsu.edu,FirstName68,LastName68,DATA280,A,90
student68@mycsu.edu,FirstName68,LastName68,DATA300,C,75
student68@mycsu.edu,FirstName68,LastName68,DATA350,A,91
student69@mycsu.edu,FirstName69,LastName69,DATA236,F,45
student69@mycsu.edu,FirstName69,LastName69,DATA245,C,71
student69@mycsu.edu,FirstName69,LastName69,DATA226,A,94
student69@mycsu.edu,FirstName69,LastName69,DATA330,B,87
student70@mycsu.edu,FirstName70,LastName70,DATA220,C,79
student70@mycsu.edu,FirstName70,LastName70,DATA320,A,98
student70@mycsu.edu,FirstName70,LastName70,DATA280,A,99
student70@mycsu.edu,FirstName70,LastName70,DATA230,D,62
student71@mycsu.edu,FirstName71,LastName71,DATA230,F,33
student71@mycsu.edu,FirstName71,LastName71,DATA290,D,60
student71@mycsu.edu,FirstName71,LastName71,DATA266,A,93
student71@mycsu.edu,FirstName71,LastName71,DATA245,B,86
student72@mycsu.edu,FirstName72,LastName72,DATA245,A,100
student72@mycsu.edu,FirstName72,LastName72,DATA280,F,9
student72@mycsu.edu,FirstName72,LastName72,DATA275,C,76
student72@mycsu.edu,FirstName72,LastName72,DATA226,F,14
student73@mycsu.edu,FirstName73,LastName73,DATA350,B,89
student73@mycsu.edu,FirstName73,LastName73,DATA226,D,67
student73@mycsu.edu,FirstName73,LastName73,DATA330,A,99
student73@mycsu.edu,FirstName73,LastName73,DATA360,D,68
student74@mycsu.edu,FirstName74,LastName74,DATA266,F,44
student74@mycsu.edu,FirstName74,LastName74,DATA360,F,6
student74@mycsu.edu,FirstName74,LastName74,DATA330,C,73
student74@mycsu.edu,FirstName74,LastName74,DATA228,D,63
student75@mycsu.edu,FirstName75,LastName75,DATA320,B,80
student75@mycsu.edu,FirstName75,LastName75,DATA226,D,65
student75@mycsu.edu,FirstName75,LastName75,DATA310,D,64
student75@mycsu.edu,FirstName75,LastName75,DATA340,C,77
student76@mycsu.edu,FirstName76,LastName76,DATA275,D,68
student76@mycsu.edu,FirstName76,LastName76,DATA236,B,89
student76@mycsu.edu,FirstName76,LastName76,DATA330,A,96
student76@mycsu.edu,FirstName76,LastName76,DATA230,B,81
student77@mycsu.edu,FirstName77,LastName77,DATA350,F,27
student77@mycsu.edu,FirstName77,LastName77,DATA275,F,38
student77@mycsu.edu,FirstName77,LastName77,DATA226,F,0
student77@mycsu.edu,FirstName77,LastName77,DATA360,B,85
student78@mycsu.edu,FirstName78,LastName78,DATA236,A,100
student78@mycsu.edu,FirstName78,LastName78,DATA228,F,48
student78@mycsu.edu,FirstName78,LastName78,DATA275,A,95
student78@mycsu.edu,FirstName78,LastName78,DATA310,F,52
student79@mycsu.edu,FirstName79,LastName79,DATA290,A,90
student79@mycsu.edu,FirstName79,LastName79,DATA275,D,62
student79@mycsu.edu,FirstName79,LastName79,DATA236,F,26
student79@mycsu.edu,FirstName79,LastName79,DATA230,B,87
student80@mycsu.edu,FirstName80,LastName80,DATA320,B,87
student80@mycsu.edu,FirstName80,LastName80,DATA270,B,88
student80@mycsu.edu,FirstName80,LastName80,DATA360,A,90
student80@mycsu.edu,FirstName80,LastName80,DATA228,A,91
student81@mycsu.edu,FirstName81,LastName81,DATA290,F,33
student81@mycsu.edu,FirstName81,LastName81,DATA228,B,83
student81@mycsu.edu,FirstName81,LastName81,DATA350,C,72
student81@mycsu.edu,FirstName81,LastName81,DATA230,B,89
student82@mycsu.edu,FirstName82,LastName82,DATA290,D,64
student82@mycsu.edu,FirstName82,LastName82,DATA266,F,54
student82@mycsu.edu,FirstName82,LastName82,DATA220,D,69
student82@mycsu.edu,FirstName82,LastName82,DATA340,B,80
student83@mycsu.edu,FirstName83,LastName83,DATA350,C,73
student83@mycsu.edu,FirstName83,LastName83,DATA270,C,72
student83@mycsu.edu,FirstName83,LastName83,DATA320,F,13
student83@mycsu.edu,FirstName83,LastName83,DATA255,A,98
student84@mycsu.edu,FirstName84,LastName84,DATA266,D,62
student84@mycsu.edu,FirstName84,LastName84,DATA230,F,25
student84@mycsu.edu,FirstName84,LastName84,DATA220,A,94
student84@mycsu.edu,FirstName84,LastName84,DATA245,B,88
student85@mycsu.edu,FirstName85,LastName85,DATA270,A,91
student85@mycsu.edu,FirstName85,LastName85,DATA310,F,53
student85@mycsu.edu,FirstName85,LastName85,DATA320,B,87
student85@mycsu.edu,FirstName85,LastName85,DATA330,B,83
student86@mycsu.edu,FirstName86,LastName86,DATA360,C,75
student86@mycsu.edu,FirstName86,LastName86,DATA226,F,48
student86@mycsu.edu,FirstName86,LastName86,DATA220,C,71
student86@mycsu.edu,FirstName86,LastName86,DATA320,D,66
student87@mycsu.edu,FirstName87,LastName87,DATA320,C,75
student87@mycsu.edu,FirstName87,LastName87,DATA236,C,76
student87@mycsu.edu,FirstName87,LastName87,DATA300,C,70
student87@mycsu.edu,FirstName87,LastName87,DATA228,F,59
student88@mycsu.edu,FirstName88,LastName88,DATA280,C,70
student88@mycsu.edu,FirstName88,LastName88,DATA245,B,81
student88@mycsu.edu,FirstName88,LastName88,DATA330,D,65
student88@mycsu.edu,FirstName88,LastName88,DATA300,C,76
student89@mycsu.edu,FirstName89,LastName89,DATA330,A,96
student89@mycsu.edu,FirstName89,LastName89,DATA266,B,88
student89@mycsu.edu,FirstName89,LastName89,DATA275,D,68
student89@mycsu.edu,FirstName89,LastName89,DATA290,B,83
student90@mycsu.edu,FirstName90,LastName90,DATA226,C,73
student90@mycsu.edu,FirstName90,LastName90,DATA245,B,81
student90@mycsu.edu,FirstName90,LastName90,DATA310,A,90
student90@mycsu.edu,FirstName90,LastName90,DATA270,C,78
student91@mycsu.edu,FirstName91,LastName91,DATA360,D,63
student91@mycsu.edu,FirstName91,LastName91,DATA320,D,60
student91@mycsu.edu,FirstName91,LastName91,DATA310,F,33
student91@mycsu.edu,FirstName91,LastName91,DATA350,F,47
student92@mycsu.edu,FirstName92,LastName92,DATA300,D,68
student92@mycsu.edu,FirstName92,LastName92,DATA360,F,48
student92@mycsu.edu,FirstName92,LastName92,DATA266,A,94
student92@mycsu.edu,FirstName92,LastName92,DATA236,B,81
student93@mycsu.edu,FirstName93,LastName93,DATA230,A,97
student93@mycsu.edu,FirstName93,LastName93,DATA220,B,84
student93@mycsu.edu,FirstName93,LastName93,DATA350,D,63
student93@mycsu.edu,FirstName93,LastName93,DATA270,D,65
student94@mycsu.edu,FirstName94,LastName94,DATA290,B,86
student94@mycsu.edu,FirstName94,LastName94,DATA310,D,68
student94@mycsu.edu,FirstName94,LastName94,DATA255,D,61
student94@mycsu.edu,FirstName94,LastName94,DATA226,F,40
student95@mycsu.edu,FirstName95,LastName95,DATA310,C,70
student95@mycsu.edu,FirstName95,LastName95,DATA266,D,63
student95@mycsu.edu,FirstName95,LastName95,DATA230,B,89
student95@mycsu.edu,FirstName95,LastName95,DATA275,C,77
student96@mycsu.edu,FirstName96,LastName96,DATA320,F,42
student96@mycsu.edu,FirstName96,LastName96,DATA226,A,94
student96@mycsu.edu,FirstName96,LastName96,DATA350,D,69
student96@mycsu.edu,FirstName96,LastName96,DATA310,D,65
student97@mycsu.edu,FirstName97,LastName97,DATA226,C,71
student97@mycsu.edu,FirstName97,LastName97,DATA330,A,95
student97@mycsu.edu,FirstName97,LastName97,DATA340,B,84
student97@mycsu.edu,FirstName97,LastName97,DATA266,B,83
student98@mycsu.edu,FirstName98,LastName98,DATA360,D,67
student98@mycsu.edu,FirstName98,LastName98,DATA340,D,64
student98@mycsu.edu,FirstName98,LastName98,DATA230,C,78
student98@mycsu.edu,FirstName98,LastName98,DATA266,D,64
student99@mycsu.edu,FirstName99,LastName99,DATA290,C,76
student99@mycsu.edu,FirstName99,LastName99,DATA350,F,51
student99@mycsu.edu,FirstName99,LastName99,DATA360,F,19
student99@mycsu.edu,FirstName99,LastName99,DATA220,C,75
student100@mycsu.edu,FirstName100,LastName100,DATA275,F,14
student100@mycsu.edu,FirstName100,LastName100,DATA255,D,63
student100@mycsu.edu,FirstName100,LastName100,DATA300,F,8
student100@mycsu.edu,FirstName100,LastName100,DATA236,D,61
student101@mycsu.edu,FirstName101,LastName101,DATA226,D,61
student101@mycsu.edu,FirstName101,LastName101,DATA350,D,65
student101@mycsu.edu,FirstName101,LastName101,DATA280,C,76
student101@mycsu.edu,FirstName101,LastName101,DATA300,A,92
student102@mycsu.edu,FirstName102,LastName102,DATA228,A,95
student102@mycsu.edu,FirstName102,LastName102,DATA220,C,78
student102@mycsu.edu,FirstName102,LastName102,DATA320,F,33
student102@mycsu.edu,FirstName102,LastName102,DATA300,D,66
student103@mycsu.edu,FirstName103,LastName103,DATA360,A,92
student103@mycsu.edu,FirstName103,LastName103,DATA220,A,93
student103@mycsu.edu,FirstName103,LastName103,DATA320,A,95
student103@mycsu.edu,FirstName103,LastName103,DATA340,F,47
student104@mycsu.edu,FirstName104,LastName104,DATA255,D,60
student104@mycsu.edu,FirstName104,LastName104,DATA275,C,78
student104@mycsu.edu,FirstName104,LastName104,DATA280,A,97
student104@mycsu.edu,FirstName104,LastName104,DATA290,C,71
student105@mycsu.edu,FirstName105,LastName105,DATA290,B,83
student105@mycsu.edu,FirstName105,LastName105,DATA245,C,71
student105@mycsu.edu,FirstName105,LastName105,DATA228,C,74
student105@mycsu.edu,FirstName105,LastName105,DATA220,F,13
student106@mycsu.edu,FirstName106,LastName106,DATA280,D,66
student106@mycsu.edu,FirstName106,LastName106,DATA228,A,93
student106@mycsu.edu,FirstName106,LastName106,DATA266,B,85
student106@mycsu.edu,FirstName106,LastName106,DATA330,D,60
student107@mycsu.edu,FirstName107,LastName107,DATA350,F,31
student107@mycsu.edu,FirstName107,LastName107,DATA280,D,60
student107@mycsu.edu,FirstName107,LastName107,DATA270,B,87
student107@mycsu.edu,FirstName107,LastName107,DATA275,B,82
student108@mycsu.edu,FirstName108,LastName108,DATA270,A,98
student108@mycsu.edu,FirstName108,LastName108,DATA236,B,83
student108@mycsu.edu,FirstName108,LastName108,DATA230,D,69
student108@mycsu.edu,FirstName108,LastName108,DATA340,D,68
student109@mycsu.edu,FirstName109,LastName109,DATA310,D,63
student109@mycsu.edu,FirstName109,LastName109,DATA266,F,17
student109@mycsu.edu,FirstName109,LastName109,DATA275,A,100
student109@mycsu.edu,FirstName109,LastName109,DATA280,F,49
student110@mycsu.edu,FirstName110,LastName110,DATA300,A,96
student110@mycsu.edu,FirstName110,LastName110,DATA340,C,79
student110@mycsu.edu,FirstName110,LastName110,DATA330,D,64
student110@mycsu.edu,FirstName110,LastName110,DATA270,D,61
student111@mycsu.edu,FirstName111,LastName111,DATA266,C,73
student111@mycsu.edu,FirstName111,LastName111,DATA255,C,72
student111@mycsu.edu,FirstName111,LastName111,DATA270,B,85
student111@mycsu.edu,FirstName111,LastName111,DATA310,F,29
student112@mycsu.edu,FirstName112,LastName112,DATA320,F,51
student112@mycsu.edu,FirstName112,LastName112,DATA266,A,95
student112@mycsu.edu,FirstName112,LastName112,DATA340,A,100
student112@mycsu.edu,FirstName112,LastName112,DATA290,F,12
student113@mycsu.edu,FirstName113,LastName113,DATA290,D,63
